Index,fname,label
161,XC355112 - Brown Wood Owl - Strix leptogrammica(2).wav,Brown Wood Owl (Strix leptogrammica)
162,XC355112 - Brown Wood Owl - Strix leptogrammica(3).wav,Brown Wood Owl (Strix leptogrammica)
163,XC355113 - Brown Wood Owl - Strix leptogrammica(1).wav,Brown Wood Owl (Strix leptogrammica)
164,XC355113 - Brown Wood Owl - Strix leptogrammica(2).wav,Brown Wood Owl (Strix leptogrammica)
165,XC355113 - Brown Wood Owl - Strix leptogrammica(3).wav,Brown Wood Owl (Strix leptogrammica)
166,XC355113 - Brown Wood Owl - Strix leptogrammica(4).wav,Brown Wood Owl (Strix leptogrammica)
167,XC355113 - Brown Wood Owl - Strix leptogrammica(5).wav,Brown Wood Owl (Strix leptogrammica)
168,XC355113 - Brown Wood Owl - Strix leptogrammica(6).wav,Brown Wood Owl (Strix leptogrammica)
169,XC355113 - Brown Wood Owl - Strix leptogrammica(7).wav,Brown Wood Owl (Strix leptogrammica)
170,XC355113 - Brown Wood Owl - Strix leptogrammica(8).wav,Brown Wood Owl (Strix leptogrammica)
171,XC396765 - Brown Wood Owl - Strix leptogrammica ticehursti(1).wav,Brown Wood Owl (Strix leptogrammica)
172,XC396765 - Brown Wood Owl - Strix leptogrammica ticehursti(10).wav,Brown Wood Owl (Strix leptogrammica)
173,XC396765 - Brown Wood Owl - Strix leptogrammica ticehursti(2).wav,Brown Wood Owl (Strix leptogrammica)
174,XC396765 - Brown Wood Owl - Strix leptogrammica ticehursti(3).wav,Brown Wood Owl (Strix leptogrammica)
175,XC396765 - Brown Wood Owl - Strix leptogrammica ticehursti(4).wav,Brown Wood Owl (Strix leptogrammica)
176,XC396765 - Brown Wood Owl - Strix leptogrammica ticehursti(5).wav,Brown Wood Owl (Strix leptogrammica)
177,XC396765 - Brown Wood Owl - Strix leptogrammica ticehursti(6).wav,Brown Wood Owl (Strix leptogrammica)
178,XC396765 - Brown Wood Owl - Strix leptogrammica ticehursti(7).wav,Brown Wood Owl (Strix leptogrammica)
179,XC396765 - Brown Wood Owl - Strix leptogrammica ticehursti(8).wav,Brown Wood Owl (Strix leptogrammica)
180,XC396765 - Brown Wood Owl - Strix leptogrammica ticehursti(9).wav,Brown Wood Owl (Strix leptogrammica)
181,XC436746 - Brown Wood Owl - Strix leptogrammica.wav,Brown Wood Owl (Strix leptogrammica)
182,XC448878 - Brown Wood Owl - Strix leptogrammica caligata(1).wav,Brown Wood Owl (Strix leptogrammica)
183,XC448878 - Brown Wood Owl - Strix leptogrammica caligata(2).wav,Brown Wood Owl (Strix leptogrammica)
184,XC448878 - Brown Wood Owl - Strix leptogrammica caligata(3).wav,Brown Wood Owl (Strix leptogrammica)
185,XC470445 - Brown Wood Owl - Strix leptogrammica(1).wav,Brown Wood Owl (Strix leptogrammica)
186,XC470445 - Brown Wood Owl - Strix leptogrammica(2).wav,Brown Wood Owl (Strix leptogrammica)
187,XC470445 - Brown Wood Owl - Strix leptogrammica(3).wav,Brown Wood Owl (Strix leptogrammica)
188,XC470445 - Brown Wood Owl - Strix leptogrammica(4).wav,Brown Wood Owl (Strix leptogrammica)
189,XC482240 - Brown Wood Owl - Strix leptogrammica niasensis.wav,Brown Wood Owl (Strix leptogrammica)
190,XC489072 - Brown Wood Owl - Strix leptogrammica maingayi(1).wav,Brown Wood Owl (Strix leptogrammica)
191,XC489072 - Brown Wood Owl - Strix leptogrammica maingayi(2).wav,Brown Wood Owl (Strix leptogrammica)
192,XC489072 - Brown Wood Owl - Strix leptogrammica maingayi(3).wav,Brown Wood Owl (Strix leptogrammica)
193,XC489072 - Brown Wood Owl - Strix leptogrammica maingayi(4).wav,Brown Wood Owl (Strix leptogrammica)
194,XC489073 - Brown Wood Owl - Strix leptogrammica maingayi(1).wav,Brown Wood Owl (Strix leptogrammica)
195,XC489073 - Brown Wood Owl - Strix leptogrammica maingayi(10).wav,Brown Wood Owl (Strix leptogrammica)
196,XC489073 - Brown Wood Owl - Strix leptogrammica maingayi(11).wav,Brown Wood Owl (Strix leptogrammica)
197,XC489073 - Brown Wood Owl - Strix leptogrammica maingayi(2).wav,Brown Wood Owl (Strix leptogrammica)
198,XC489073 - Brown Wood Owl - Strix leptogrammica maingayi(3).wav,Brown Wood Owl (Strix leptogrammica)
199,XC489073 - Brown Wood Owl - Strix leptogrammica maingayi(4).wav,Brown Wood Owl (Strix leptogrammica)
200,XC489073 - Brown Wood Owl - Strix leptogrammica maingayi(5).wav,Brown Wood Owl (Strix leptogrammica)
201,XC489073 - Brown Wood Owl - Strix leptogrammica maingayi(6).wav,Brown Wood Owl (Strix leptogrammica)
202,XC489073 - Brown Wood Owl - Strix leptogrammica maingayi(7).wav,Brown Wood Owl (Strix leptogrammica)
203,XC489073 - Brown Wood Owl - Strix leptogrammica maingayi(8).wav,Brown Wood Owl (Strix leptogrammica)
204,XC489073 - Brown Wood Owl - Strix leptogrammica maingayi(9).wav,Brown Wood Owl (Strix leptogrammica)
205,XC494779 - Brown Wood Owl - Strix leptogrammica.wav,Brown Wood Owl (Strix leptogrammica)
206,XC82677 - Brown Wood Owl - Strix leptogrammica.wav,Brown Wood Owl (Strix leptogrammica)
207,XC88203 - Brown Wood Owl - Strix leptogrammica laotiana(1).wav,Brown Wood Owl (Strix leptogrammica)
208,XC88203 - Brown Wood Owl - Strix leptogrammica laotiana(2).wav,Brown Wood Owl (Strix leptogrammica)
209,XC88203 - Brown Wood Owl - Strix leptogrammica laotiana(3).wav,Brown Wood Owl (Strix leptogrammica)
210,XC88203 - Brown Wood Owl - Strix leptogrammica laotiana(4).wav,Brown Wood Owl (Strix leptogrammica)
211,XC88203 - Brown Wood Owl - Strix leptogrammica laotiana(5).wav,Brown Wood Owl (Strix leptogrammica)
212,XC88203 - Brown Wood Owl - Strix leptogrammica laotiana(6).wav,Brown Wood Owl (Strix leptogrammica)
213,XC88204 - Brown Wood Owl - Strix leptogrammica laotiana(1).wav,Brown Wood Owl (Strix leptogrammica)
214,XC88204 - Brown Wood Owl - Strix leptogrammica laotiana(2).wav,Brown Wood Owl (Strix leptogrammica)
215,XC88204 - Brown Wood Owl - Strix leptogrammica laotiana(3).wav,Brown Wood Owl (Strix leptogrammica)
216,XC88204 - Brown Wood Owl - Strix leptogrammica laotiana(4).wav,Brown Wood Owl (Strix leptogrammica)
217,XC88204 - Brown Wood Owl - Strix leptogrammica laotiana(5).wav,Brown Wood Owl (Strix leptogrammica)
218,XC88204 - Brown Wood Owl - Strix leptogrammica laotiana(6).wav,Brown Wood Owl (Strix leptogrammica)
219,XC88204 - Brown Wood Owl - Strix leptogrammica laotiana(7).wav,Brown Wood Owl (Strix leptogrammica)
220,XC88205 - Brown Wood Owl - Strix leptogrammica laotiana(1).wav,Brown Wood Owl (Strix leptogrammica)
221,XC88205 - Brown Wood Owl - Strix leptogrammica laotiana(2).wav,Brown Wood Owl (Strix leptogrammica)
222,XC88205 - Brown Wood Owl - Strix leptogrammica laotiana(3).wav,Brown Wood Owl (Strix leptogrammica)
223,XC93001 - Brown Wood Owl - Strix leptogrammica.wav,Brown Wood Owl (Strix leptogrammica)
224,XC97305 - Brown Wood Owl - Strix leptogrammica.wav,Brown Wood Owl (Strix leptogrammica)
225,XC207751 - Dusky Eagle-Owl - Bubo coromandus.wav,Dusky Eagle Owl (Bubo Coromandus)
226,XC270516 - Dusky Eagle-Owl - Bubo coromandus klossii(1).wav,Dusky Eagle Owl (Bubo Coromandus)
227,XC270516 - Dusky Eagle-Owl - Bubo coromandus klossii(2).wav,Dusky Eagle Owl (Bubo Coromandus)
228,XC270516 - Dusky Eagle-Owl - Bubo coromandus klossii(3).wav,Dusky Eagle Owl (Bubo Coromandus)
229,XC270516 - Dusky Eagle-Owl - Bubo coromandus klossii(4).wav,Dusky Eagle Owl (Bubo Coromandus)
230,XC270516 - Dusky Eagle-Owl - Bubo coromandus klossii.wav,Dusky Eagle Owl (Bubo Coromandus)
231,XC447966 - Dusky Eagle-Owl - Bubo coromandus klossii.wav,Dusky Eagle Owl (Bubo Coromandus)
232,XC472591 - Dusky Eagle-Owl - Bubo coromandus(1).wav,Dusky Eagle Owl (Bubo Coromandus)
233,XC472591 - Dusky Eagle-Owl - Bubo coromandus(2).wav,Dusky Eagle Owl (Bubo Coromandus)
234,XC472591 - Dusky Eagle-Owl - Bubo coromandus(3).wav,Dusky Eagle Owl (Bubo Coromandus)
235,XC472591 - Dusky Eagle-Owl - Bubo coromandus.wav,Dusky Eagle Owl (Bubo Coromandus)
236,XC472592 - Dusky Eagle-Owl - Bubo coromandus(1).wav,Dusky Eagle Owl (Bubo Coromandus)
237,XC472592 - Dusky Eagle-Owl - Bubo coromandus(2).wav,Dusky Eagle Owl (Bubo Coromandus)
238,XC472592 - Dusky Eagle-Owl - Bubo coromandus.wav,Dusky Eagle Owl (Bubo Coromandus)
239,XC521226 - Eurasian Eagle-Owl - Bubo bubo(1).wav,Eurasian Eagle Owl (Bubo Bubo)
240,XC521226 - Eurasian Eagle-Owl - Bubo bubo.wav,Eurasian Eagle Owl (Bubo Bubo)
241,XC539796 - Eurasian Eagle-Owl - Bubo bubo(1).wav,Eurasian Eagle Owl (Bubo Bubo)
242,XC539796 - Eurasian Eagle-Owl - Bubo bubo(2).wav,Eurasian Eagle Owl (Bubo Bubo)
243,XC539796 - Eurasian Eagle-Owl - Bubo bubo(3).wav,Eurasian Eagle Owl (Bubo Bubo)
244,XC539796 - Eurasian Eagle-Owl - Bubo bubo(4).wav,Eurasian Eagle Owl (Bubo Bubo)
245,XC539796 - Eurasian Eagle-Owl - Bubo bubo(5).wav,Eurasian Eagle Owl (Bubo Bubo)
246,XC539796 - Eurasian Eagle-Owl - Bubo bubo.wav,Eurasian Eagle Owl (Bubo Bubo)
247,XC540876 - Eurasian Eagle-Owl - Bubo bubo(1).wav,Eurasian Eagle Owl (Bubo Bubo)
248,XC540876 - Eurasian Eagle-Owl - Bubo bubo(2).wav,Eurasian Eagle Owl (Bubo Bubo)
249,XC540876 - Eurasian Eagle-Owl - Bubo bubo.wav,Eurasian Eagle Owl (Bubo Bubo)
250,XC543322 - Eurasian Eagle-Owl - Bubo bubo(1).wav,Eurasian Eagle Owl (Bubo Bubo)
251,XC543322 - Eurasian Eagle-Owl - Bubo bubo(2).wav,Eurasian Eagle Owl (Bubo Bubo)
252,XC543322 - Eurasian Eagle-Owl - Bubo bubo(4).wav,Eurasian Eagle Owl (Bubo Bubo)
253,XC543322 - Eurasian Eagle-Owl - Bubo bubo(5).wav,Eurasian Eagle Owl (Bubo Bubo)
